СВОДКА
Дата отчета;13.02.2026 19:34
Всего групп;694
Вошли (joined);487
Вышли (left);0
Не вошли (failed);87
Ожидают (pending);120
Успешных отправок;448
Неудачных отправок;39
Вышли за сессию;0
Вступили за сессию;0
Отправили за сессию;15

УСПЕШНЫЕ ОТПРАВКИ
Сообщение;Группа;Ссылка на группу;Ссылка на сообщение;Дата отправки
Рассылка 6-7 февраля. ;Космонавтов ул, 44;https://t.me/+V8geQ_aRgC9kMzZi;https://t.me/c/1616125827/3325;2026-02-11T15:23:19.890302
Рассылка 6-7 февраля. ;Космонавтов ул, 46;https://t.me/+1VUFa24q-igxZjMy;https://t.me/c/787294640/444;2026-02-11T15:23:51.881655
Рассылка 6-7 февраля. ;Космонавтов ул, 48;https://t.me/+MlsSyorZc-k0NTNi;https://t.me/c/1757980082/5166;2026-02-11T15:24:23.753359
Рассылка 6-7 февраля. ;Космонавтов ул, 50;https://t.me/+YReadGeC_pM2NTVi;https://t.me/c/1712131070/5059;2026-02-11T15:24:55.652868
Рассылка 6-7 февраля. ;Космонавтов ул, 52;https://t.me/+mIqgoJ_zzTxhZmMy;https://t.me/c/1701574645/1775;2026-02-11T15:25:27.604307
Рассылка 6-7 февраля. ;Космонавтов ул,14;https://t.me/+DUlkZqGxo8FkZTU6;https://t.me/c/1743268872/2810;2026-02-11T15:25:59.568227
Рассылка 6-7 февраля. ;Космонавтов ул. 30;https://t.me/+Z45C7i7YOfY0YWQ6;https://t.me/c/1627187018/4443;2026-02-11T15:26:43.632507
Рассылка 6-7 февраля. ;Котельническая ул, 15 А;https://t.me/+K_PLfCI16k5hYzky;https://t.me/c/1639650459/952;2026-02-11T15:27:15.565291
Рассылка 6-7 февраля. ;Красная горка Комсомольский 12;https://t.me/+inHg-SQ_5Bc2ODQ6;https://t.me/c/420936300/445;2026-02-11T15:27:47.400773
Рассылка 6-7 февраля. ;Красная горка Победы 4;https://t.me/+lxaRwPZr86ViNDgy;https://t.me/c/605484153/446;2026-02-11T15:28:19.330519
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 1;https://t.me/+HI6PCgCAEFc4MTli;https://t.me/c/1651147570/9650;2026-02-11T15:28:51.258155
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 10;https://t.me/+YtT7YulqhzE0OTky;https://t.me/c/1904103014/3245;2026-02-11T15:29:23.175686
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 11;https://t.me/+mXmKEP_pNcM0MDQ6;https://t.me/c/699174765/447;2026-02-11T15:29:55.048899
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 12;https://t.me/+Xm2rvDOM75tmMDZi;https://t.me/c/1941206725/1215;2026-02-11T15:30:27.023413
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 13;https://t.me/+rPeGTOpNuXNlNTNi;https://t.me/c/1915607583/3469;2026-02-11T15:30:59.031924
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 14;https://t.me/+3yKd2VPxlvUwYTQy;https://t.me/c/1876817433/4343;2026-02-11T15:31:31.164565
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 15;https://t.me/+IursZsnibfsxYTgy;https://t.me/c/1900266345/4519;2026-02-11T15:32:03.229846
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 16;https://t.me/+bsKV_OYTUPBmZGJi;https://t.me/c/1986288943/2993;2026-02-11T15:32:35.185870
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 17;https://t.me/+o4Ctj2uYcuIxN2Uy;https://t.me/c/615552523/448;2026-02-11T15:33:07.166523
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 18;https://t.me/+YC1JFNiwfcU4YzAy;https://t.me/c/1881639205/2013;2026-02-11T15:33:39.386113
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 19;https://t.me/+miqChbn_6GA4MTJi;https://t.me/c/1982969611/5420;2026-02-11T15:34:11.430272
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 2;https://t.me/+5v9rZozMvtQ2YzMy;https://t.me/c/1655538168/30796;2026-02-11T15:34:43.511291
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 20;https://t.me/+8P6fySx5l81lMTky;https://t.me/c/1807834033/3587;2026-02-11T15:35:15.555289
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 21;https://t.me/+Im2sjJYE4doxN2Ri;https://t.me/c/1827583331/2449;2026-02-11T15:35:47.631587
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 22;https://t.me/+KtBIuTBXED85ZGVi;https://t.me/c/1916237974/3427;2026-02-11T15:36:19.713454
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 23;https://t.me/+apdOkvz5qv04Nzdi;https://t.me/c/1911283544/1286;2026-02-11T15:36:51.612669
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 24;https://t.me/+iakJrCxjO3diMzUy;https://t.me/c/1989207052/3349;2026-02-11T15:37:23.724356
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 25;https://t.me/+5zUGcTAYQg84NjFi;https://t.me/c/1979536997/4886;2026-02-11T15:37:55.710506
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 26;https://t.me/+xol2aN-Ozf80MzQ6;https://t.me/c/1862765180/3648;2026-02-11T15:38:27.655379
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 27;https://t.me/+2LTzi8UMHspiZDNi;https://t.me/c/1670321595/4481;2026-02-11T15:38:59.659570
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 3;https://t.me/+-EVibbDKQMwyOTNi;https://t.me/c/1635144003/1735;2026-02-11T15:39:31.554521
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 30;https://t.me/+slCtbF_KGJM0NTNi;https://t.me/c/1632911980/3647;2026-02-11T15:40:03.818010
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 31;https://t.me/+lvIEzPg8o5M3MjAy;https://t.me/c/1813522568/4631;2026-02-11T15:40:35.899849
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 33;https://t.me/+2_1IUMZWgKQwNWYy;https://t.me/c/1587188098/13856;2026-02-11T15:41:07.914386
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 34;https://t.me/+x7G2no9-8swwOTgy;https://t.me/c/1641659848/5536;2026-02-11T15:41:39.898409
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 35;https://t.me/+FBK8uvppNmExY2Yy;https://t.me/c/1690966985/9018;2026-02-11T15:42:12.240778
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 36;https://t.me/+XL1FmziexU8yNjcy;https://t.me/c/1585331387/29360;2026-02-11T15:42:44.256747
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 37;https://t.me/+YkX93WzeN4o0OWNi;https://t.me/c/1728719653/1907;2026-02-11T15:43:16.228917
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 38;https://t.me/+njeKtLWscwYzMjhi;https://t.me/c/1639390433/5009;2026-02-11T15:43:48.197209
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 39;https://t.me/+ouymhvnQSD4zODky;https://t.me/c/1759903420/6074;2026-02-11T15:44:20.261685
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 4;https://t.me/+xU1n4EJ1a0NlN2Ey;https://t.me/c/1986478302/1210;2026-02-11T15:44:52.328876
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 40;https://t.me/+aTrFIBDRiD42NjNi;https://t.me/c/1676802578/4154;2026-02-11T15:45:24.559204
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 41;https://t.me/+Vbmx4sxlJOsxYmZi;https://t.me/c/1675758822/3026;2026-02-11T15:45:56.554248
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 52;https://t.me/+oDVDui5lNhNkZGYy;https://t.me/c/1792556098/10280;2026-02-11T15:47:13.065599
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 53;https://t.me/+lLq55YZSoZNjZmIy;https://t.me/c/1759404404/2920;2026-02-11T15:47:54.609187
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 54;https://t.me/+ZHjBmnI2EHs1ZTAy;https://t.me/c/1629288874/11683;2026-02-11T15:48:27.007546
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 56;https://t.me/+5qLAEjnXgRQyYzhi;https://t.me/c/1738941846/4935;2026-02-11T15:48:58.997457
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 58;https://t.me/+JJVpnYDDLBU3YmYy;https://t.me/c/1688414541/6679;2026-02-11T15:49:31.037371
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 6;https://t.me/+T6BpT67ZfiQ1ZDJi;https://t.me/c/1827934649/1677;2026-02-11T15:50:03.168156
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 60;https://t.me/+uzC8bB5qKvs1MTQy;https://t.me/c/1763535822/6383;2026-02-11T15:50:35.332325
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 62;https://t.me/+Wi7ln9q3p4NhMjhi;https://t.me/c/1791201590/10582;2026-02-11T15:51:07.307541
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 64;https://t.me/+fVxmhtJCOgoxYjI6;https://t.me/c/1715222090/15161;2026-02-11T15:51:39.249272
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 66;https://t.me/+btsg-Utd0KVhMjNi;https://t.me/c/1796772158/13423;2026-02-11T15:52:11.259570
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 68;https://t.me/+tlUrFr_lNjxjOGVi;https://t.me/c/1797512265/15362;2026-02-11T15:52:43.189898
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 7;https://t.me/+br6mdYulaVM0MWFi;https://t.me/c/1904373237/12055;2026-02-11T15:53:15.181219
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 70;https://t.me/+H6i-sGSO0B1mYTQy;https://t.me/c/1889164348/10508;2026-02-11T15:53:47.189025
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 72;https://t.me/+BzwvFxo0NlQzMGMy;https://t.me/c/1841737341/10739;2026-02-11T15:54:19.352689
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 74;https://t.me/+L1IpqBYgbvoxYzMy;https://t.me/c/1751685814/5563;2026-02-11T15:54:51.312132
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 78;https://t.me/+Uh2K_BmFeD5iYjky;https://t.me/c/1683755320/7552;2026-02-11T15:55:23.453717
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 80;https://t.me/+WITqEJ_LlYY3NDZi;https://t.me/c/1611656554/6349;2026-02-11T15:55:55.455363
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 84;https://t.me/+YXhdOjS-lBZiMzYy;https://t.me/c/1845040702/2359;2026-02-11T15:56:27.515458
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 86;https://t.me/+Pl57FBHuUSwwNGIy;https://t.me/c/1766621289/6170;2026-02-11T15:56:59.531662
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 88;https://t.me/+FOGg4P8FzA81Mjky;https://t.me/c/1827548054/7698;2026-02-11T15:57:31.517899
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 9;https://t.me/+tCK--Kx9yJMxZTgy;https://t.me/c/1750652102/9241;2026-02-11T15:58:03.638229
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 90;https://t.me/+7UkaqFYdU0g3YTk6;https://t.me/c/1696639831/4795;2026-02-11T15:58:35.775605
Рассылка 6-7 февраля. ;Люберцы г, 3-е п/о, 94;https://t.me/+Rb5y73isC484ZDEy;https://t.me/c/1640355821/1506;2026-02-11T15:59:07.830794
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.10;https://t.me/+x9MDFjRAmGUxODU6;https://t.me/c/746035540/449;2026-02-11T15:59:39.756773
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.11;https://t.me/+44tnug97u2UxMjgy;https://t.me/c/684791705/450;2026-02-11T16:00:11.732289
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.12;https://t.me/+mWFxxpj0xas0NTM6;https://t.me/c/765161695/451;2026-02-11T16:00:43.805685
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.13;https://t.me/+Om8lUFx18-Y1MjVi;https://t.me/c/776942785/452;2026-02-11T16:01:15.944062
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.14;https://t.me/+nFE8l1r7nTszZmMy;https://t.me/c/630396492/453;2026-02-11T16:01:47.946729
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.15;https://t.me/+GTUHM7NEySUzM2Ri;https://t.me/c/762810923/454;2026-02-11T16:02:19.857185
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.17;https://t.me/+9PEr_LInifA3Njg6;https://t.me/c/677684895/455;2026-02-11T16:02:51.719396
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.18;https://t.me/+IeXTWssC-Ik3NTcy;https://t.me/c/602463559/456;2026-02-11T16:03:23.603117
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.2;https://t.me/+viNadfzvyPQxNjhi;https://t.me/c/693511227/457;2026-02-11T16:03:55.548543
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.20;https://t.me/+cz1gESU0qkNjZmNi;https://t.me/c/794154324/458;2026-02-11T16:04:27.436587
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.21;https://t.me/+oZnWvrnbfTRjNDgy;https://t.me/c/682338248/459;2026-02-11T16:04:59.340093
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.22;https://t.me/+1eISLvfjyu9kZTQy;https://t.me/c/747535104/460;2026-02-11T16:05:31.300231
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.23;https://t.me/+5TpQtNjlhclkNDNi;https://t.me/c/683699612/461;2026-02-11T16:06:03.230959
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.24;https://t.me/+V-AIzfAd4V8yOWUy;https://t.me/c/796239121/462;2026-02-11T16:06:35.208892
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.25;https://t.me/+3xZXSWYSJbBiYWFi;https://t.me/c/651882511/463;2026-02-11T16:07:07.267418
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.26;https://t.me/+l-wK_SM_kiIwYjky;https://t.me/c/674659926/464;2026-02-11T16:07:39.370055
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.4;https://t.me/+2O6tV9aaOSdlZjZi;https://t.me/c/747782253/465;2026-02-11T16:08:11.286046
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.6;https://t.me/+1Web9xjwaSI1OGE6;https://t.me/c/777329910/466;2026-02-11T16:08:43.174191
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.7;https://t.me/+b8YMw8PdJQYxZmQy;https://t.me/c/741144597/467;2026-02-11T16:09:15.229310
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.8;https://t.me/+ntw8ouSjlDA2MTIy;https://t.me/c/683924744/468;2026-02-11T16:09:47.277788
Рассылка 6-7 февраля. ;Люберцы, п. ВУГИ, д.9;https://t.me/+y3-C2Luskm1kYTIy;https://t.me/c/723812259/469;2026-02-11T16:10:19.373721
Рассылка 6-7 февраля. ;Мира ул, 1;https://t.me/+G5pHq0DnsFEzODgy;https://t.me/c/1715730580/1868;2026-02-11T16:11:23.413484
Рассылка 6-7 февраля. ;Мира ул, 1 А;https://t.me/+4etE5XLtw8g1NGQy;https://t.me/c/1780362659/1608;2026-02-11T16:11:55.658564
Рассылка 6-7 февраля. ;Мира ул, 11 А;https://t.me/+1s9uoRo7SzZjZWRi;https://t.me/c/1442982146/1481;2026-02-11T16:12:27.562940
Рассылка 6-7 февраля. ;Мира ул, 19;https://t.me/+2iEQFldJe_VjMWE6;https://t.me/c/1574954967/12314;2026-02-11T16:12:59.517490
Рассылка 6-7 февраля. ;Мира ул, 2;https://t.me/+ssmkzfFZB3MxNWVi;https://t.me/c/1674423637/1674;2026-02-11T16:13:31.505327
Рассылка 6-7 февраля. ;Мира ул, 3;https://t.me/+ZWoq2yLNIIxkMWYy;https://t.me/c/1660414741/2447;2026-02-11T16:14:03.597241
Рассылка 6-7 февраля. ;Мира ул, 4;https://t.me/+JWccg5eMBsMyMmEy;https://t.me/c/1369364007/1603;2026-02-11T16:14:35.633069
Рассылка 6-7 февраля. ;Мира ул, 5;https://t.me/+vCfATCjnIzQ5MTUy;https://t.me/c/1796720412/1385;2026-02-11T16:15:07.805641
Рассылка 6-7 февраля. ;Мира ул, 6;https://t.me/+BEybml0y-AczMWNi;https://t.me/c/1203500481/2689;2026-02-11T16:15:39.776010
Рассылка 6-7 февраля. ;Мира ул, 7 А;https://t.me/+IB3o_9xk7wkxMGVi;https://t.me/c/1715612229/2713;2026-02-11T16:16:12.090621
Рассылка 6-7 февраля. ;Мира ул, 8;https://t.me/+o-aGYDRpltswMmEy;https://t.me/c/1789533483/1692;2026-02-11T16:16:44.062161
Рассылка 6-7 февраля. ;Мира ул, 9;https://t.me/+NkBET4dtENdhNTUy;https://t.me/c/1587407840/2187;2026-02-11T16:17:16.030167
Рассылка 6-7 февраля. ;Молодежная ул, 10;https://t.me/+h_XALy7dBPAyYzJi;https://t.me/c/1764095721/6515;2026-02-11T16:17:47.908151
Рассылка 6-7 февраля. ;Молодежная ул, 12;https://t.me/+bw4yVdLW4r5mZmYy;https://t.me/c/1699535319/2712;2026-02-11T16:18:19.914886
Рассылка 6-7 февраля. ;Молодежная ул, 14;https://t.me/+VZZbg4RoYPo0YTMy;https://t.me/c/1616801453/3113;2026-02-11T16:18:51.793405
Рассылка 6-7 февраля. ;Молодежная ул, 4;https://t.me/+rIGzeV3vuo1kY2Ri;https://t.me/c/1559051905/5721;2026-02-11T16:19:23.741851
Рассылка 6-7 февраля. ;Молодежная ул, 6;https://t.me/+eFXApvGDVU03YThi;https://t.me/c/1722338951/3427;2026-02-11T16:19:55.708108
Рассылка 6-7 февраля. ;Молодежная ул, 8;https://t.me/+Pmr7dr_GoeJiMTZi;https://t.me/c/1669401037/2548;2026-02-11T16:20:27.783431
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 250;https://t.me/+LLOS18b-5wU0MjAy;https://t.me/c/1699622247/6339;2026-02-11T16:30:38.471304
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 250 А;https://t.me/+yjgMkh5pCGNlODZi;https://t.me/c/1449732939/4211;2026-02-11T16:31:10.379679
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 263;https://t.me/+WVviml3C405iYzky;https://t.me/c/1756674754/5336;2026-02-11T16:31:42.378233
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 265;https://t.me/+6bMCSz0RdGozMzcy;https://t.me/c/1751748257/4328;2026-02-11T16:32:14.405772
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 266;https://t.me/+ffmenzuzFTRkNTA6;https://t.me/c/1686354717/2995;2026-02-11T16:32:46.340455
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 267;https://t.me/+Zt0FSvntkbdkMTRi;https://t.me/c/1311436354/5467;2026-02-11T16:33:18.279691
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 290;https://t.me/+GTZMHa7xDwY2Nzgy;https://t.me/c/1640702292/3779;2026-02-11T16:33:50.158143
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 292;https://t.me/+iGn1yPXkhydlMzNi;https://t.me/c/1790789927/6344;2026-02-11T16:34:22.086001
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 293/301;https://t.me/+Zq-bnuavN-hmNDQy;https://t.me/c/1776229385/3558;2026-02-11T16:34:54.005975
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 294;https://t.me/+dJ_ejxTQjkY0ODVi;https://t.me/c/1501559973/2873;2026-02-11T16:35:25.930488
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 294 2;https://t.me/+7bOpvOBUIR85M2Ni;https://t.me/c/1650773721/2150;2026-02-11T16:35:58.032060
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 295/1 (Хлебозаводская ул, 1/295 );https://t.me/+zZLGu8JUmCYwNWUy;https://t.me/c/1599578508/2244;2026-02-11T16:36:29.896014
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 296;https://t.me/+mfS_hq9msoU2ODVi;https://t.me/c/1656346115/2483;2026-02-11T16:37:01.802626
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 298;https://t.me/+xKTAcPSOxa1iZjI6;https://t.me/c/1551424464/2250;2026-02-11T16:37:33.773721
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 300;https://t.me/+8f0Ev3VUF980MzAy;https://t.me/c/1238282633/3864;2026-02-11T16:38:05.679285
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 304;https://t.me/+2UyNEGfxigAyYzhi;https://t.me/c/1533023321/3227;2026-02-11T16:38:37.561934
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 306;https://t.me/+LITpANfdUtQ3ZDcy;https://t.me/c/1777864358/5838;2026-02-11T16:39:09.604503
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 327;https://t.me/+GYpaQJ0WBK5iOTUy;https://t.me/c/1602355190/2724;2026-02-11T16:39:41.703369
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 329;https://t.me/+ZQHyJsOtAFk0NWYy;https://t.me/c/1178137057/4809;2026-02-11T16:40:13.682550
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 339;https://t.me/+RzyLC77f9fo2MTky;https://t.me/c/1661696298/1526;2026-02-11T16:40:45.590476
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 339 А;https://t.me/+vtB0QeDP5lE0MmJi;https://t.me/c/1595105473/3963;2026-02-11T16:41:17.524144
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 339 Б;https://t.me/+tU7m7CCTntU2NmUy;https://t.me/c/1783085439/1020;2026-02-11T16:41:49.375625
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 341;https://t.me/+Yr6bRIKuudg1OTgy;https://t.me/c/1553408740/4755;2026-02-11T16:42:21.282927
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 341 А;https://t.me/+iH1vL7zsQBFlZWUy;https://t.me/c/1504528408/2428;2026-02-11T16:42:53.385418
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 341 Б;https://t.me/+uw8h2FCtFDVhMWIy;https://t.me/c/1283155347/4857;2026-02-11T16:43:25.300621
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 346 К;https://t.me/+GTBOFc5LwndjNmRi;https://t.me/c/1226742435/2772;2026-02-11T16:43:57.198110
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 346 Л;https://t.me/+Bcjg4rQIaUw2YWQy;https://t.me/c/1756954343/1864;2026-02-11T16:44:29.159631
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 346 М;https://t.me/+oIKm64UQvs1mYzgy;https://t.me/c/1689251767/4117;2026-02-11T16:45:01.097762
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 350 В;https://t.me/+6TV89x3ewYYzODBi;https://t.me/c/1533700174/1675;2026-02-11T16:45:33.142027
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 352 Б;https://t.me/+PvDNMtfKIIRjMTEy;https://t.me/c/1622511086/2266;2026-02-11T16:46:05.404838
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 352 Н;https://t.me/+D-MUlIoIvnA1OGMy;https://t.me/c/1748004444/1572;2026-02-11T16:46:37.300876
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 358;https://t.me/+cEnO03r3E0thZjli;https://t.me/c/1641323045/4124;2026-02-11T16:47:09.228988
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 362;https://t.me/+NEHC4Npbhtg4MzUy;https://t.me/c/1689988252/3525;2026-02-11T16:47:41.173489
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 364;https://t.me/+eSVKCkaGWfM0MDFi;https://t.me/c/1710472665/3370;2026-02-11T16:48:13.260256
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 365;https://t.me/+l7ueacgd5QFjMWMy;https://t.me/c/1613063179/3595;2026-02-11T16:48:45.134192
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 373;https://t.me/+dsUYzlqcldo5NWQy;https://t.me/c/1584421650/7515;2026-02-11T16:49:17.063768
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 373 5;https://t.me/+BTsDSXiDG0sxY2Yy;https://t.me/c/1765165696/1089;2026-02-11T16:49:48.931420
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 373 6;https://t.me/+SYx2Hea32zgxOWMy;https://t.me/c/1543977007/876;2026-02-11T16:50:20.961552
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 373 7;https://t.me/+8cubD2zjbh9iNTYy;https://t.me/c/1603278787/1160;2026-02-11T16:50:52.883132
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 373 8;https://t.me/+z6dOhokTdKc2MzEy;https://t.me/c/1670030754/969;2026-02-11T16:51:24.811031
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 373 А;https://t.me/+JJi24_l0p9Q5YThi;https://t.me/c/1511213487/1097;2026-02-11T16:51:56.769189
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 373 Б;https://t.me/+sAsilBDYuV5hOTUy;https://t.me/c/1655617768/2162;2026-02-11T16:52:28.731901
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 373/7;https://t.me/+p9I0CPwoNeozOGEy;https://t.me/c/1179361790/1439;2026-02-11T16:53:00.703052
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 1;https://t.me/+8lJBCENzu_A1MTYy;https://t.me/c/1576979587/1042;2026-02-11T16:53:32.622324
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 11;https://t.me/+al8gdhc-yfA3ZjYy;https://t.me/c/1516793640/866;2026-02-11T16:54:04.602532
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 12;https://t.me/+FPFSBLdc9rYyY2My;https://t.me/c/1727831447/1311;2026-02-11T16:54:36.452629
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 3;https://t.me/+k3Xxqg7ZslNkMmRi;https://t.me/c/1767372890/811;2026-02-11T16:55:08.356128
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 4;https://t.me/+pKLYn8DVxfQxYWVi;https://t.me/c/1646740614/1152;2026-02-11T16:55:40.536342
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 5;https://t.me/+AdKZCRdhUQxhZTgy;https://t.me/c/1631432691/1075;2026-02-11T16:56:12.493635
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 6;https://t.me/+NtmXzXVhOu5mMjFi;https://t.me/c/1737002536/867;2026-02-11T16:56:44.371891
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 7;https://t.me/+dM19Rwcz_zI1NTFi;https://t.me/c/1658795760/875;2026-02-11T16:57:16.248991
Рассылка 6-7 февраля. ;Октябрьский пр-кт, 375 8;https://t.me/+tctfbP5jsG05NDli;https://t.me/c/1671967048/2043;2026-02-11T16:57:48.119555
